Combination,Closest Point X,Closest Point Y,Closest Point Z
1-1; 2-1; 3-1; 4-1; 5-2,13.288081877273127,4.667248368631334,-2.4701631763862713
1-2; 2-2; 3-2; 4-2; 5-1,12.887858006035323,2.5145748737275597,-2.4759219786733513
1-2; 2-2; 3-2; 4-2; 5-1,12.887858006035323,2.5145748737275597,-2.4759219786733513
1-1; 2-1; 3-1; 4-1; 5-2,13.288081877273127,4.667248368631334,-2.4701631763862713
