Run Number,x,y,z,facing
1,16.173564910888672,1.659233808517456,-1.6555379629135132,-94.85533809863011
2,12.982704162597656,4.289994716644287,-3.959458827972412,133.13972000136533
3,12.895791053771973,3.9810054302215576,-2.94249963760376,-168.59281045346967
4,12.820068359375,4.46542501449585,0.0382140725851058,2.1895050771331435
5,13.646913528442385,3.5495729446411133,-2.563421726226806,-146.87324602493598
