511.0,0.2705077838978543,0
1275.0,0.10684053471614768,0
661.657,0.09383958647557632,180
1173.237,0.050619648618460904,90
1332.501,0.055305475922080814,90
1173.237,0.043061635819078015,180
1332.501,0.05299457683459634,180
1173.237,0.059388023200791194,270
1332.501,0.061436288084254546,270
661.657,0.1539723362060166,0
511.0,0.14417864954363963,270
1275.0,0.06378070724756109,270
661.657,0.09275501811873715,270
1173.237,0.06236732297047561,0
1332.501,0.0908045240181358,0
661.657,0.08907913815233398,90
511.0,0.1351162270531783,90
1275.0,0.05981284493018314,90
511.0,0.15624095046606487,180
1275.0,0.06960087408068125,180
511.0,0.2705078227816247,0
1275.0,0.10684055007376407,0
661.657,0.09383958763925497,180
1173.237,0.050619652212533894,90
1332.501,0.055305479848852916,90
1173.237,0.04306163887646195,180
1332.501,0.052994580597220904,180
1173.237,0.0593880274172422,270
1332.501,0.06143629244612715,270
661.657,0.15397233811519614,0
511.0,0.1441786702674018,270
1275.0,0.06378071641519005,270
661.657,0.09275501926878735,270
1173.237,0.06236732739799965,0
1332.501,0.09080453046444578,0
661.657,0.08907913925677881,90
511.0,0.13511624647367998,90
1275.0,0.05981285352719237,90
511.0,0.15624097292352992,180
1275.0,0.06960088408484481,180
