X,Y,R,G,B
802,428,142,0,2
803,428,142,0,0
804,428,142,0,2
805,428,142,0,0
806,428,142,0,2
807,428,142,0,2
808,428,142,0,2
809,428,141,0,1
810,428,141,0,3
811,428,141,0,1
812,428,141,0,3
813,428,141,0,1
814,428,141,0,3
815,428,140,0,1
816,428,137,0,0
817,428,139,0,0
818,428,147,0,0
819,428,151,0,0
820,428,152,0,0
821,428,151,0,0
822,428,149,0,0
823,428,148,0,0
824,428,149,0,0
825,428,151,0,0
826,428,160,0,0
792,429,156,0,0
793,429,153,0,0
794,429,150,0,1
795,429,149,1,1
796,429,149,1,1
797,429,149,0,2
798,429,150,0,2
799,429,149,0,2
800,429,141,0,0
801,429,138,0,0
802,429,139,0,0
803,429,138,0,0
804,429,139,0,0
805,429,138,0,0
806,429,139,0,0
807,429,138,0,0
808,429,140,0,3
809,429,138,0,2
810,429,139,0,2
811,429,138,0,2
812,429,139,0,2
813,429,138,0,2
814,429,139,0,2
815,429,138,0,2
816,429,135,1,0
817,429,137,2,0
818,429,144,1,3
819,429,147,1,2
820,429,150,0,2
821,429,149,0,2
822,429,147,1,2
823,429,146,2,1
824,429,147,2,0
825,429,149,0,0
826,429,158,0,0
792,430,159,0,0
793,430,154,0,0
794,430,152,0,0
795,430,150,0,0
796,430,150,0,0
797,430,152,0,1
798,430,153,0,1
799,430,150,0,1
800,430,141,0,0
801,430,136,1,0
802,430,138,0,0
803,430,136,1,0
804,430,138,0,0
805,430,136,1,0
806,430,138,0,0
807,430,136,1,0
808,430,139,1,0
809,430,137,2,0
810,430,138,0,0
811,430,136,0,0
812,430,138,0,0
813,430,136,0,0
814,430,139,1,1
815,430,137,1,1
816,430,136,0,0
817,430,141,1,2
818,430,147,0,6
819,430,151,0,5
820,430,154,0,5
821,430,153,0,5
822,430,150,0,4
823,430,149,0,2
824,430,151,1,2
825,430,152,0,0
826,430,162,0,0
792,431,159,0,0
793,431,156,0,0
794,431,153,0,0
795,431,152,0,0
796,431,152,0,0
797,431,152,0,0
798,431,153,0,0
799,431,150,0,0
800,431,139,0,0
801,431,136,1,0
802,431,136,1,0
803,431,136,1,0
804,431,136,1,0
805,431,136,1,0
806,431,136,1,0
807,431,136,1,0
808,431,136,1,0
809,431,135,0,0
810,431,135,0,0
811,431,135,0,0
812,431,135,0,0
813,431,135,0,0
814,431,136,1,0
815,431,136,0,0
816,431,137,0,0
817,431,141,0,2
818,431,147,0,4
819,431,152,0,6
820,431,153,0,6
821,431,152,0,3
822,431,149,0,3
823,431,149,0,1
824,431,149,0,0
825,431,152,0,0
826,431,160,0,0
792,432,159,0,0
793,432,154,0,0
794,432,152,0,0
795,432,150,0,0
796,432,150,0,0
797,432,150,0,0
798,432,150,0,0
799,432,149,1,1
800,432,139,0,0
801,432,136,1,0
802,432,136,1,0
803,432,136,1,0
804,432,136,0,0
805,432,136,1,0
806,432,138,0,0
807,432,138,0,0
808,432,138,0,0
809,432,138,0,0
810,432,138,0,0
811,432,138,0,0
812,432,138,0,0
813,432,138,0,0
814,432,138,0,0
815,432,138,0,0
816,432,139,0,0
817,432,142,0,1
818,432,148,0,3
819,432,153,0,5
820,432,154,0,5
821,432,152,0,2
822,432,149,0,2
823,432,149,1,1
824,432,149,1,1
825,432,152,0,0
826,432,160,0,0
792,433,157,0,0
793,433,154,0,0
794,433,152,0,0
795,433,150,0,0
796,433,149,1,0
797,433,149,1,0
798,433,150,0,0
799,433,147,1,1
800,433,139,0,0
801,433,136,0,0
802,433,136,0,0
803,433,136,0,0
804,433,136,0,0
805,433,136,0,0
806,433,138,0,0
807,433,138,0,0
808,433,138,0,0
809,433,138,0,0
810,433,138,0,0
811,433,138,0,0
812,433,138,0,0
813,433,138,0,0
814,433,138,0,0
815,433,138,0,0
816,433,139,0,0
817,433,142,0,1
818,433,148,0,3
819,433,152,0,4
820,433,154,0,3
821,433,152,0,2
822,433,149,0,2
823,433,147,1,1
824,433,149,1,0
825,433,151,0,0
826,433,160,0,0
792,434,157,0,0
793,434,153,0,0
794,434,152,0,0
795,434,150,0,0
796,434,150,0,0
797,434,150,0,0
798,434,150,0,1
799,434,147,1,1
800,434,139,0,0
801,434,138,0,0
802,434,138,0,0
803,434,138,0,0
804,434,138,0,0
805,434,138,0,0
806,434,138,0,0
807,434,138,0,0
808,434,138,0,0
809,434,138,0,0
810,434,138,0,0
811,434,138,0,0
812,434,138,0,0
813,434,138,0,0
814,434,138,0,0
815,434,138,0,0
816,434,138,0,0
817,434,142,0,1
818,434,148,0,3
819,434,152,0,4
820,434,153,0,4
821,434,152,0,2
822,434,149,0,2
823,434,147,1,1
824,434,150,2,0
825,434,151,0,0
826,434,161,0,0
792,435,156,0,0
793,435,153,0,0
794,435,152,0,0
795,435,150,0,0
796,435,150,0,0
797,435,150,0,0
798,435,150,0,1
799,435,149,0,2
800,435,141,0,0
801,435,138,0,0
802,435,138,0,0
803,435,138,0,0
804,435,138,0,0
805,435,138,0,0
806,435,138,0,0
807,435,138,0,0
808,435,138,0,0
809,435,138,0,0
810,435,138,0,0
811,435,138,0,0
812,435,138,0,0
813,435,138,0,0
814,435,138,0,0
815,435,138,0,0
816,435,137,0,0
817,435,140,0,1
818,435,148,0,3
819,435,152,0,4
820,435,152,0,4
821,435,152,0,4
822,435,149,0,2
823,435,147,1,2
824,435,149,1,1
825,435,151,0,0
826,435,160,0,0
790,436,163,0,0
791,436,160,0,0
792,436,153,0,0
793,436,151,0,0
794,436,149,0,0
795,436,148,0,0
796,436,148,0,0
797,436,148,0,0
798,436,149,0,0
799,436,148,0,1
800,436,141,0,0
801,436,139,0,2
802,436,139,0,2
803,436,139,0,2
804,436,138,0,2
805,436,138,0,2
806,436,138,0,2
807,436,138,0,2
808,436,136,0,2
809,436,136,0,2
810,436,136,0,2
811,436,136,0,2
812,436,136,0,2
813,436,136,0,2
814,436,136,0,2
815,436,136,0,2
816,436,135,0,0
817,436,140,0,1
818,436,146,0,3
819,436,150,0,4
820,436,152,0,4
821,436,150,0,4
822,436,146,0,1
823,436,146,0,1
824,436,148,0,0
825,436,150,0,0
826,436,159,0,0
785,437,162,0,0
786,437,163,0,0
787,437,163,0,0
788,437,163,0,0
789,437,162,0,0
790,437,161,0,0
791,437,158,0,0
792,437,152,0,0
793,437,151,0,0
794,437,148,0,0
795,437,146,0,0
796,437,148,0,0
797,437,148,0,0
798,437,148,0,0
799,437,146,0,1
800,437,141,0,0
801,437,139,0,2
802,437,139,0,2
803,437,139,0,2
804,437,138,0,2
805,437,138,0,2
806,437,138,0,2
807,437,136,0,2
808,437,135,0,1
809,437,135,0,1
810,437,135,0,1
811,437,135,0,1
812,437,135,0,1
813,437,134,0,1
814,437,135,0,1
815,437,134,0,1
816,437,135,0,0
817,437,138,0,0
818,437,144,0,2
819,437,148,0,3
820,437,150,0,4
821,437,149,0,3
822,437,146,0,1
823,437,145,1,1
824,437,146,0,0
825,437,149,0,0
826,437,157,0,0
784,438,164,0,0
785,438,163,0,1
786,438,164,0,1
787,438,164,0,1
788,438,164,0,1
789,438,163,0,1
790,438,161,1,3
791,438,158,2,3
792,438,151,0,0
793,438,149,0,0
794,438,146,0,0
795,438,145,1,0
796,438,146,0,0
797,438,146,0,0
798,438,146,0,0
799,438,145,1,1
800,438,139,0,0
801,438,138,0,0
802,438,138,0,0
803,438,138,0,0
804,438,138,0,0
805,438,138,0,0
806,438,136,0,0
807,438,136,0,0
808,438,135,0,0
809,438,134,0,0
810,438,134,0,0
811,438,134,0,0
812,438,134,0,0
813,438,133,1,0
814,438,134,0,0
815,438,133,1,0
816,438,134,0,0
817,438,136,0,0
818,438,143,0,2
819,438,146,0,3
820,438,148,0,1
821,438,148,0,1
822,438,145,1,1
823,438,145,1,1
824,438,145,1,0
825,438,148,0,0
826,438,156,0,0
784,439,162,0,0
785,439,160,0,0
786,439,160,0,0
787,439,160,0,0
788,439,162,0,0
789,439,160,0,0
790,439,157,1,2
791,439,156,2,2
792,439,149,0,0
793,439,148,0,0
794,439,145,1,0
795,439,145,1,0
796,439,145,1,0
797,439,145,1,0
798,439,146,0,0
799,439,145,1,0
800,439,139,0,0
801,439,138,0,0
802,439,138,0,0
803,439,138,0,0
804,439,138,0,0
805,439,138,0,0
806,439,136,0,0
807,439,136,0,0
808,439,134,0,0
809,439,134,0,0
810,439,134,0,0
811,439,134,0,0
812,439,133,1,0
813,439,133,1,0
814,439,133,1,0
815,439,133,1,0
816,439,132,0,0
817,439,135,1,0
818,439,141,1,2
819,439,145,0,3
820,439,148,0,1
821,439,146,0,1
822,439,145,1,1
823,439,144,2,0
824,439,146,2,1
825,439,147,0,0
826,439,156,0,0
784,440,162,0,0
785,440,159,1,0
786,440,159,1,0
787,440,159,1,0
788,440,160,0,0
789,440,159,1,0
790,440,157,2,0
791,440,155,3,0
792,440,148,0,0
793,440,146,1,0
794,440,145,2,0
795,440,144,2,0
796,440,144,2,0
797,440,144,2,0
798,440,145,1,0
799,440,144,2,0
800,440,138,0,0
801,440,137,0,0
802,440,137,0,0
803,440,137,0,0
804,440,137,0,0
805,440,137,0,0
806,440,135,0,0
807,440,135,0,0
808,440,135,1,0
809,440,134,0,0
810,440,134,0,0
811,440,134,0,0
812,440,133,1,0
813,440,133,1,0
814,440,133,1,0
815,440,133,1,0
816,440,130,1,0
817,440,134,0,0
818,440,140,0,0
819,440,144,0,0
820,440,148,0,1
821,440,146,0,1
822,440,144,2,0
823,440,144,2,0
824,440,144,0,0
825,440,147,0,0
826,440,155,0,0
827,440,164,1,2
784,441,163,1,0
785,441,160,2,0
786,441,161,1,1
787,441,161,1,1
788,441,161,1,1
789,441,160,2,1
790,441,158,3,1
791,441,157,3,1
792,441,150,0,0
793,441,147,2,0
794,441,146,3,0
795,441,145,3,0
796,441,146,2,1
797,441,146,2,1
798,441,146,2,1
799,441,146,2,1
800,441,140,0,0
801,441,139,1,1
802,441,140,0,1
803,441,139,1,1
804,441,140,0,1
805,441,139,1,1
806,441,139,1,1
807,441,137,1,1
808,441,135,0,0
809,441,135,0,0
810,441,135,0,0
811,441,134,0,0
812,441,134,0,0
813,441,134,0,0
814,441,134,0,0
815,441,133,1,0
816,441,133,1,0
817,441,136,3,0
818,441,144,2,1
819,441,147,1,2
820,441,149,0,2
821,441,149,1,1
822,441,146,2,1
823,441,145,3,0
824,441,145,2,0
825,441,147,0,0
826,441,155,0,0
827,441,164,2,0
784,442,163,0,0
785,442,160,1,0
786,442,162,0,0
787,442,162,0,0
788,442,162,0,0
789,442,162,0,0
790,442,159,1,0
791,442,157,2,0
792,442,151,0,0
793,442,149,0,0
794,442,146,1,0
795,442,145,2,0
796,442,146,1,0
797,442,146,1,0
798,442,146,1,0
799,442,146,0,0
800,442,141,0,0
801,442,139,0,0
802,442,141,0,0
803,442,139,0,0
804,442,141,0,0
805,442,139,0,0
806,442,139,0,0
807,442,139,0,0
808,442,139,0,0
809,442,138,0,0
810,442,138,0,0
811,442,138,0,0
812,442,138,0,0
813,442,136,1,0
814,442,135,0,0
815,442,135,0,0
816,442,135,0,0
817,442,138,1,0
818,442,145,0,0
819,442,149,0,0
820,442,151,0,0
821,442,149,0,0
822,442,147,1,1
823,442,147,2,0
824,442,145,0,0
825,442,148,0,0
826,442,156,0,0
827,442,164,0,0
785,443,162,0,0
786,443,163,0,0
787,443,163,0,0
788,443,163,0,0
789,443,162,0,0
790,443,161,0,0
791,443,158,0,0
792,443,152,0,0
793,443,150,0,0
794,443,148,0,0
795,443,147,0,0
796,443,147,0,0
797,443,147,0,0
798,443,148,0,0
799,443,147,0,0
800,443,142,0,0
801,443,141,0,0
802,443,141,0,0
803,443,141,0,0
804,443,141,0,0
805,443,141,0,0
806,443,141,0,0
807,443,141,0,0
808,443,141,0,0
809,443,141,0,0
810,443,141,0,0
811,443,140,0,0
812,443,140,0,0
813,443,138,0,0
814,443,140,0,0
815,443,138,0,0
816,443,137,0,0
817,443,140,0,0
818,443,147,0,0
819,443,151,0,0
820,443,152,0,0
821,443,151,0,0
822,443,148,0,0
823,443,148,0,0
824,443,148,0,0
825,443,151,0,0
826,443,157,0,0
791,444,164,0,0
792,444,159,0,0
793,444,156,0,0
794,444,154,0,0
795,444,153,0,0
796,444,153,0,0
797,444,153,0,0
798,444,154,0,0
799,444,153,0,0
800,444,149,0,0
801,444,147,0,0
802,444,147,0,0
803,444,147,0,0
804,444,147,0,0
805,444,147,0,0
806,444,146,0,0
807,444,146,0,0
808,444,146,0,0
809,444,146,0,0
810,444,145,0,0
811,444,145,0,0
812,444,145,0,0
813,444,143,0,0
814,444,145,0,0
815,444,143,0,0
816,444,143,0,0
817,444,147,0,0
818,444,154,0,0
819,444,157,0,0
820,444,160,0,0
821,444,157,0,0
822,444,154,0,0
823,444,154,0,0
824,444,154,0,0
825,444,156,0,0
826,444,162,0,0
793,445,163,1,0
794,445,161,1,1
795,445,160,2,1
796,445,160,2,1
797,445,160,2,1
798,445,161,1,1
799,445,160,2,1
800,445,156,0,1
801,445,155,1,3
802,445,155,1,3
803,445,155,1,3
804,445,155,1,3
805,445,155,1,3
806,445,154,1,3
807,445,154,1,3
808,445,154,1,3
809,445,154,1,3
810,445,154,1,3
811,445,154,1,3
812,445,153,0,2
813,445,153,0,2
814,445,153,0,2
815,445,153,1,0
816,445,151,2,0
817,445,156,2,0
818,445,161,1,1
822,445,162,2,2
823,445,161,3,2
824,445,161,3,0
825,445,163,1,0
796,446,163,3,3
797,446,163,3,3
799,446,163,3,3
800,446,160,2,3
801,446,158,2,3
802,446,158,2,3
803,446,158,2,3
804,446,158,2,3
805,446,158,2,3
806,446,160,2,3
807,446,160,2,3
808,446,161,3,4
809,446,161,3,4
810,446,161,3,4
811,446,161,3,4
812,446,161,3,4
813,446,160,2,3
814,446,160,2,3
815,446,158,2,3
816,446,156,2,0
817,446,161,3,0
795,447,164,2,0
796,447,164,2,0
797,447,164,2,0
798,447,164,1,2
799,447,164,1,2
800,447,160,0,0
801,447,159,1,0
802,447,159,1,2
803,447,159,1,0
804,447,159,1,2
805,447,159,1,0
806,447,160,0,2
807,447,160,0,0
808,447,160,0,2
809,447,160,0,0
810,447,159,0,1
811,447,159,0,0
812,447,159,0,1
813,447,159,0,0
814,447,159,0,1
815,447,158,0,0
816,447,158,0,0
817,447,161,2,0
795,448,163,4,0
796,448,163,4,0
797,448,163,4,0
798,448,163,4,1
799,448,163,4,1
800,448,159,1,0
801,448,159,1,0
802,448,159,1,0
803,448,159,1,0
804,448,159,1,0
805,448,159,1,0
806,448,159,1,0
807,448,159,1,0
808,448,159,1,0
809,448,159,1,0
810,448,159,1,0
811,448,159,1,0
812,448,159,1,0
813,448,159,1,0
814,448,159,1,0
815,448,159,1,0
816,448,160,1,0
817,448,163,1,0
794,449,164,0,0
795,449,163,1,0
796,449,163,1,0
797,449,163,1,0
798,449,163,1,0
799,449,163,1,0
800,449,161,0,0
801,449,159,0,0
802,449,161,0,0
803,449,159,0,0
804,449,161,0,0
805,449,159,0,0
806,449,161,0,0
807,449,159,0,0
808,449,161,0,0
809,449,159,0,0
810,449,161,0,0
811,449,159,0,0
812,449,161,0,0
813,449,159,0,0
814,449,161,0,0
815,449,161,0,0
816,449,161,0,0
817,449,163,0,0
818,449,164,0,1
801,450,165,0,1
803,450,165,0,1
805,450,165,0,1
807,450,165,0,1
809,450,165,0,1
811,450,165,0,1
813,450,165,0,1
800,452,164,0,0
801,452,164,0,0
802,452,164,0,0
803,452,164,0,0
804,452,164,0,0
805,452,164,0,0
806,452,164,0,0
807,452,164,0,0
808,452,164,0,0
809,452,164,0,0
810,452,164,0,0
811,452,164,0,0
812,452,164,0,0
813,452,164,0,0
814,452,164,0,0
815,452,164,0,0
816,452,164,0,0
