X,Y,R,G,B
63,431,148,2,5
64,431,151,1,2
65,431,154,0,0
66,431,154,0,2
67,431,155,0,2
68,431,155,0,3
69,431,154,0,2
70,431,151,1,0
71,431,157,0,0
36,432,157,0,2
37,432,155,0,2
38,432,155,1,3
39,432,153,0,2
40,432,153,0,2
41,432,151,1,0
42,432,151,1,0
43,432,151,3,3
44,432,147,1,2
45,432,142,0,0
46,432,138,0,1
47,432,138,0,2
48,432,136,0,2
49,432,136,0,0
50,432,136,0,2
51,432,138,0,2
52,432,138,0,2
53,432,138,0,2
54,432,138,0,4
55,432,136,0,4
56,432,135,0,4
57,432,136,1,5
58,432,135,1,2
59,432,135,0,1
60,432,139,0,3
61,432,138,0,2
62,432,139,0,0
63,432,148,4,4
64,432,150,2,2
65,432,153,1,0
66,432,153,0,2
67,432,154,0,2
68,432,154,0,2
69,432,153,0,2
70,432,150,2,0
71,432,155,0,0
36,433,157,0,0
37,433,155,0,2
38,433,155,1,3
39,433,153,1,0
40,433,153,1,0
41,433,151,1,0
42,433,151,1,0
43,433,150,2,0
44,433,147,1,1
45,433,142,0,0
46,433,138,0,0
47,433,138,0,0
48,433,136,0,0
49,433,136,0,0
50,433,136,0,0
51,433,138,0,2
52,433,138,0,2
53,433,138,0,2
54,433,138,0,2
55,433,136,0,2
56,433,135,0,4
57,433,136,2,3
58,433,135,1,2
59,433,134,0,1
60,433,137,1,3
61,433,138,0,0
62,433,139,0,0
63,433,148,4,4
64,433,151,1,0
65,433,153,1,0
66,433,154,0,0
67,433,154,0,2
68,433,154,0,2
69,433,153,1,0
70,433,151,1,0
71,433,155,0,0
36,434,158,0,0
37,434,156,0,0
38,434,155,1,1
39,434,154,0,0
40,434,154,0,0
41,434,152,0,0
42,434,153,1,0
43,434,151,1,0
44,434,147,1,1
45,434,142,0,0
46,434,140,0,0
47,434,139,0,0
48,434,136,0,0
49,434,136,1,0
50,434,138,0,0
51,434,139,0,0
52,434,139,0,0
53,434,139,0,0
54,434,139,0,0
55,434,138,0,0
56,434,136,0,2
57,434,137,1,1
58,434,136,0,0
59,434,137,0,0
60,434,140,0,1
61,434,141,0,0
62,434,142,0,0
63,434,149,3,3
64,434,153,1,0
65,434,154,0,0
66,434,155,0,0
67,434,155,0,0
68,434,155,0,0
69,434,154,0,0
70,434,153,1,0
71,434,157,0,0
36,435,160,0,0
37,435,156,0,0
38,435,156,0,1
39,435,153,0,0
40,435,154,0,0
41,435,153,0,0
42,435,153,1,0
43,435,151,2,0
44,435,148,0,0
45,435,143,0,0
46,435,141,0,0
47,435,139,0,0
48,435,138,0,0
49,435,138,0,0
50,435,139,0,0
51,435,139,0,0
52,435,139,0,0
53,435,139,0,0
54,435,139,0,0
55,435,139,0,0
56,435,138,0,0
57,435,139,1,1
58,435,138,0,0
59,435,138,0,0
60,435,142,0,0
61,435,142,0,0
62,435,143,0,0
63,435,152,2,3
64,435,155,1,0
65,435,156,1,0
66,435,158,0,0
67,435,158,0,1
68,435,158,0,1
69,435,156,1,0
70,435,155,2,0
71,435,159,0,0
36,436,160,0,0
37,436,156,0,0
38,436,156,0,1
39,436,154,0,0
40,436,153,0,0
41,436,153,0,0
42,436,152,0,0
43,436,151,2,0
44,436,148,0,0
45,436,143,0,0
46,436,141,0,0
47,436,141,0,0
48,436,139,0,0
49,436,138,0,0
50,436,139,0,0
51,436,139,0,0
52,436,141,0,0
53,436,141,0,0
54,436,141,0,0
55,436,139,0,0
56,436,139,0,0
57,436,140,0,0
58,436,139,0,0
59,436,138,0,0
60,436,142,0,0
61,436,142,0,0
62,436,145,0,0
63,436,154,2,1
64,436,156,1,0
65,436,158,0,0
66,436,159,0,0
67,436,159,0,0
68,436,159,0,0
69,436,158,0,0
70,436,156,1,0
71,436,161,0,0
36,437,157,0,0
37,437,156,0,0
38,437,155,0,0
39,437,153,0,0
40,437,153,0,0
41,437,152,0,0
42,437,152,0,0
43,437,151,1,0
44,437,148,0,0
45,437,143,0,0
46,437,141,0,0
47,437,141,0,0
48,437,138,0,0
49,437,138,0,0
50,437,138,0,0
51,437,139,0,0
52,437,139,0,0
53,437,141,0,0
54,437,141,0,0
55,437,139,0,0
56,437,139,0,0
57,437,140,0,0
58,437,139,0,0
59,437,138,0,0
60,437,142,0,0
61,437,142,0,0
62,437,145,0,0
63,437,154,2,1
64,437,156,1,0
65,437,158,0,0
66,437,159,0,0
67,437,159,0,0
68,437,161,0,0
69,437,159,0,0
70,437,156,1,0
71,437,162,0,0
35,438,164,1,2
36,438,156,0,0
37,438,152,0,0
38,438,153,0,2
39,438,152,0,0
40,438,152,0,0
41,438,149,0,0
42,438,150,0,0
43,438,150,2,0
44,438,146,0,0
45,438,142,0,0
46,438,140,0,0
47,438,139,0,0
48,438,136,1,0
49,438,136,1,0
50,438,136,1,0
51,438,138,0,0
52,438,139,0,0
53,438,139,0,0
54,438,139,0,0
55,438,138,0,0
56,438,138,0,0
57,438,139,1,1
58,438,138,0,0
59,438,138,0,0
60,438,142,0,0
61,438,142,0,0
62,438,145,0,0
63,438,152,2,1
64,438,155,1,0
65,438,156,1,0
66,438,158,0,0
67,438,158,0,0
68,438,159,0,1
69,438,158,0,0
70,438,155,2,0
71,438,161,0,0
35,439,161,3,4
36,439,154,0,1
37,439,151,0,0
38,439,151,1,2
39,439,148,0,0
40,439,150,0,1
41,439,148,0,0
42,439,149,1,0
43,439,148,2,2
44,439,145,1,1
45,439,141,0,0
46,439,138,0,1
47,439,138,0,2
48,439,135,1,0
49,439,135,1,0
50,439,136,1,0
51,439,136,1,0
52,439,138,0,0
53,439,138,0,0
54,439,138,0,0
55,439,136,0,0
56,439,136,0,0
57,439,137,1,1
58,439,136,0,0
59,439,137,0,0
60,439,140,0,1
61,439,141,0,0
62,439,143,0,0
63,439,152,2,3
64,439,155,1,0
65,439,156,1,0
66,439,158,0,0
67,439,158,0,0
68,439,159,0,1
69,439,158,0,1
70,439,155,1,0
71,439,161,0,0
31,440,165,0,1
34,440,163,3,3
35,440,158,2,3
36,440,154,0,2
37,440,150,0,2
38,440,148,0,1
39,440,147,1,1
40,440,151,3,3
41,440,148,2,2
42,440,148,2,2
43,440,148,4,3
44,440,145,3,2
45,440,140,0,1
46,440,138,0,2
47,440,137,1,3
48,440,136,2,1
49,440,134,2,0
50,440,135,1,0
51,440,136,0,0
52,440,137,1,3
53,440,137,1,3
54,440,138,2,4
55,440,138,2,4
56,440,135,0,1
57,440,135,1,2
58,440,134,0,1
59,440,135,0,0
60,440,138,0,0
61,440,138,0,0
62,440,142,0,0
63,440,150,1,3
64,440,153,1,0
65,440,154,0,0
66,440,155,0,0
67,440,155,0,0
68,440,157,0,2
69,440,155,0,0
70,440,153,1,0
71,440,158,0,0
34,441,162,2,2
35,441,160,2,3
36,441,154,0,2
37,441,149,0,1
38,441,148,0,1
39,441,149,1,1
40,441,147,0,0
41,441,145,0,0
42,441,145,0,0
43,441,144,0,0
44,441,142,0,0
45,441,137,0,0
46,441,135,0,0
47,441,134,0,0
48,441,133,0,0
49,441,132,0,0
50,441,133,0,0
51,441,133,0,0
52,441,136,0,0
53,441,136,0,0
54,441,136,0,0
55,441,135,0,1
56,441,136,0,2
57,441,137,3,4
58,441,136,0,2
59,441,136,0,2
60,441,140,2,2
61,441,139,0,0
62,441,143,0,1
63,441,151,2,4
64,441,155,3,2
65,441,157,2,0
66,441,157,1,2
67,441,159,1,2
68,441,159,0,4
69,441,157,1,2
70,441,155,3,2
71,441,160,1,0
35,442,161,1,3
36,442,155,0,2
37,442,153,0,1
38,442,152,0,1
39,442,150,0,1
40,442,152,2,3
41,442,151,1,0
42,442,151,1,0
43,442,151,3,3
44,442,147,1,2
45,442,144,0,2
46,442,142,0,3
47,442,141,1,4
48,442,139,1,1
49,442,137,2,0
50,442,139,1,1
51,442,139,1,1
52,442,140,0,1
53,442,140,0,1
54,442,140,0,3
55,442,139,0,3
56,442,138,0,2
57,442,137,1,3
58,442,138,0,0
59,442,137,0,0
60,442,140,0,1
61,442,141,0,0
62,442,142,0,0
63,442,151,3,3
64,442,155,1,1
65,442,158,0,0
66,442,158,0,1
67,442,159,0,1
68,442,159,0,3
69,442,158,0,1
70,442,155,1,1
71,442,161,0,0
35,443,163,0,0
36,443,158,0,0
37,443,155,0,0
38,443,153,0,0
39,443,154,0,0
40,443,153,0,0
41,443,151,0,0
42,443,152,0,0
43,443,151,0,0
44,443,148,0,0
45,443,144,0,0
46,443,142,0,0
47,443,142,0,0
48,443,140,0,0
49,443,140,0,0
50,443,141,0,0
51,443,141,0,0
52,443,142,0,0
53,443,141,0,0
54,443,141,0,0
55,443,139,0,0
56,443,140,0,1
57,443,139,0,0
58,443,140,0,0
59,443,139,0,0
60,443,142,0,0
61,443,142,0,0
62,443,144,0,0
63,443,153,0,2
64,443,157,0,0
65,443,160,0,0
66,443,160,0,0
67,443,160,0,0
68,443,160,0,0
69,443,158,0,0
70,443,157,0,0
71,443,161,0,0
36,444,163,0,0
37,444,160,0,0
38,444,160,0,0
39,444,160,0,0
40,444,160,0,0
41,444,159,0,0
42,444,160,0,0
43,444,158,0,0
44,444,156,0,0
45,444,151,0,0
46,444,150,0,0
47,444,150,0,0
48,444,147,0,0
49,444,147,0,0
50,444,149,0,0
51,444,149,0,0
52,444,149,0,0
53,444,149,0,0
54,444,148,0,0
55,444,146,0,0
56,444,146,0,1
57,444,145,0,0
58,444,146,0,0
59,444,145,0,0
60,444,147,0,0
61,444,147,0,0
62,444,150,0,0
63,444,157,1,2
64,444,163,0,0
69,444,164,0,0
70,444,163,0,0
46,445,162,2,4
47,445,162,4,5
48,445,161,3,4
49,445,162,4,3
50,445,163,3,5
51,445,163,3,5
52,445,163,3,5
53,445,161,2,6
54,445,160,1,5
55,445,158,2,5
56,445,155,1,3
57,445,155,2,4
58,445,153,0,2
59,445,154,0,0
60,445,156,2,2
61,445,156,1,0
62,445,158,0,1
54,446,164,0,3
55,446,162,0,2
56,446,161,1,3
57,446,161,3,4
58,446,159,1,2
59,446,159,1,0
60,446,162,2,2
61,446,162,0,0
62,446,164,0,1
54,447,165,0,1
55,447,163,0,0
56,447,161,0,0
57,447,163,0,1
58,447,159,0,0
59,447,159,0,0
60,447,164,0,0
61,447,162,0,0
55,448,163,0,0
56,448,162,0,0
57,448,162,3,0
58,448,160,1,0
59,448,160,1,0
61,448,163,0,0
55,449,163,0,0
56,449,161,0,0
57,449,160,0,0
58,449,159,0,0
59,449,160,0,0
60,449,163,0,0
61,449,163,0,0
54,450,164,0,0
55,450,161,0,0
56,450,163,0,3
57,450,164,1,4
58,450,163,0,3
59,450,162,0,0
61,450,165,0,1
55,451,165,0,1
56,451,162,0,1
57,451,162,0,2
58,451,161,0,1
59,451,161,0,0
60,451,164,0,0
55,452,162,0,0
56,452,164,0,1
58,452,164,0,0
59,452,164,0,0
