X,Y,R,G,B
1217,420,148,2,2
1218,420,140,2,0
1219,420,136,2,0
1220,420,136,2,0
1221,420,136,2,1
1222,420,137,1,1
1223,420,136,2,1
1224,420,133,3,3
1225,420,134,2,0
1226,420,137,1,1
1227,420,144,2,1
1228,420,150,1,3
1229,420,149,1,1
1230,420,145,1,0
1231,420,145,3,1
1232,420,147,1,4
1233,420,145,1,1
1234,420,140,5,1
1235,420,149,2,0
1210,421,163,0,0
1211,421,160,1,0
1212,421,158,0,0
1213,421,160,2,1
1214,421,157,0,0
1215,421,157,2,0
1216,421,153,1,0
1217,421,146,0,0
1218,421,136,1,0
1219,421,132,0,0
1220,421,133,0,0
1221,421,134,0,0
1222,421,135,0,1
1223,421,133,0,0
1224,421,131,1,1
1225,421,130,0,0
1226,421,135,0,1
1227,421,140,0,1
1228,421,145,0,0
1229,421,144,0,0
1230,421,142,0,0
1231,421,142,0,0
1232,421,144,0,2
1233,421,142,0,1
1234,421,138,3,0
1235,421,145,0,0
1210,422,161,0,0
1211,422,158,0,0
1212,422,155,0,0
1213,422,156,1,0
1214,422,154,0,0
1215,422,156,1,0
1216,422,156,2,2
1217,422,151,1,2
1218,422,141,1,0
1219,422,136,1,0
1220,422,137,1,1
1221,422,137,1,3
1222,422,139,0,5
1223,422,136,0,4
1224,422,136,3,6
1225,422,135,2,3
1226,422,139,0,3
1227,422,146,1,4
1228,422,151,1,3
1229,422,150,0,2
1230,422,146,0,0
1231,422,146,2,2
1232,422,151,0,5
1233,422,148,0,3
1234,422,143,4,1
1235,422,150,1,0
1210,423,162,0,0
1211,423,159,1,0
1212,423,156,0,1
1213,423,156,2,2
1214,423,155,0,0
1215,423,157,2,0
1216,423,156,0,1
1217,423,151,0,0
1218,423,142,0,0
1219,423,137,0,0
1220,423,138,0,0
1221,423,139,0,2
1222,423,139,0,2
1223,423,137,0,1
1224,423,137,1,5
1225,423,136,0,2
1226,423,139,0,2
1227,423,145,0,2
1228,423,151,0,1
1229,423,151,0,0
1230,423,147,0,0
1231,423,147,0,0
1232,423,152,0,3
1233,423,150,0,2
1234,423,145,1,0
1235,423,151,0,0
1210,424,161,0,0
1211,424,158,0,0
1212,424,155,0,0
1213,424,158,2,3
1214,424,157,0,0
1215,424,158,0,0
1216,424,157,0,0
1217,424,156,2,2
1218,424,142,0,0
1219,424,138,0,0
1220,424,142,0,1
1221,424,140,0,0
1222,424,141,0,0
1223,424,139,0,0
1224,424,138,0,2
1225,424,138,0,0
1226,424,142,0,1
1227,424,148,0,3
1228,424,151,0,1
1229,424,152,0,1
1230,424,149,1,1
1231,424,149,0,0
1232,424,152,0,2
1233,424,151,0,0
1234,424,146,1,0
1235,424,151,0,0
1210,425,162,0,0
1211,425,159,0,0
1212,425,157,0,0
1213,425,158,2,3
1214,425,157,0,0
1215,425,158,0,0
1216,425,158,0,1
1217,425,156,2,2
1218,425,142,0,0
1219,425,138,0,0
1220,425,140,0,0
1221,425,138,0,0
1222,425,141,0,0
1223,425,139,0,0
1224,425,135,0,0
1225,425,136,0,0
1226,425,142,0,1
1227,425,145,0,0
1228,425,151,0,0
1229,425,151,0,0
1230,425,146,1,0
1231,425,148,0,0
1232,425,154,0,2
1233,425,153,0,1
1234,425,147,2,0
1235,425,152,0,0
1210,426,162,0,0
1211,426,159,0,0
1212,426,157,0,0
1213,426,160,2,3
1214,426,157,0,0
1215,426,158,0,0
1216,426,156,0,1
1217,426,153,3,2
1218,426,140,0,0
1219,426,137,0,0
1220,426,139,1,0
1221,426,137,0,0
1222,426,139,0,0
1223,426,138,0,0
1224,426,133,1,0
1225,426,133,1,0
1226,426,138,0,0
1227,426,142,0,0
1228,426,147,0,0
1229,426,147,0,0
1230,426,143,1,0
1231,426,144,0,0
1232,426,151,0,1
1233,426,150,0,0
1234,426,145,4,0
1235,426,149,0,0
1210,427,163,0,0
1211,427,159,0,0
1212,427,158,0,0
1213,427,160,2,1
1214,427,157,0,0
1215,427,156,1,0
1216,427,155,1,1
1217,427,152,4,2
1218,427,138,0,0
1219,427,134,1,0
1220,427,137,2,0
1221,427,134,0,0
1222,427,136,0,0
1223,427,134,0,0
1224,427,130,0,0
1225,427,131,1,0
1226,427,135,1,0
1227,427,140,0,0
1228,427,143,0,0
1229,427,144,0,0
1230,427,140,1,0
1231,427,140,1,0
1232,427,147,0,0
1233,427,146,0,0
1234,427,140,3,0
1235,427,144,0,0
1210,428,163,0,0
1211,428,159,0,0
1212,428,158,0,0
1213,428,160,2,1
1214,428,157,0,0
1215,428,156,1,0
1216,428,154,2,1
1217,428,150,4,4
1218,428,137,0,0
1219,428,133,1,0
1220,428,136,2,0
1221,428,133,0,0
1222,428,135,1,2
1223,428,133,0,1
1224,428,129,1,0
1225,428,130,2,0
1226,428,134,2,0
1227,428,138,0,0
1228,428,142,0,0
1229,428,142,0,0
1230,428,139,1,0
1231,428,139,1,0
1232,428,143,0,0
1233,428,142,0,0
1234,428,137,2,0
1235,428,142,0,0
1210,429,163,0,0
1211,429,159,0,0
1212,429,157,0,0
1213,429,160,2,1
1214,429,157,0,0
1215,429,156,1,0
1216,429,155,1,1
1217,429,150,4,4
1218,429,137,0,0
1219,429,134,0,0
1220,429,136,2,1
1221,429,133,0,0
1222,429,135,0,1
1223,429,133,0,1
1224,429,129,1,0
1225,429,130,2,1
1226,429,135,1,2
1227,429,138,0,0
1228,429,143,0,0
1229,429,142,0,0
1230,429,139,1,0
1231,429,138,0,0
1232,429,143,0,1
1233,429,141,0,0
1234,429,136,3,0
1235,429,142,0,0
1210,430,163,0,0
1211,430,159,0,0
1212,430,157,0,0
1213,430,158,3,1
1214,430,157,0,0
1215,430,158,0,0
1216,430,156,0,3
1217,430,153,3,5
1218,430,140,0,0
1219,430,134,0,0
1220,430,137,1,1
1221,430,134,0,0
1222,430,137,0,3
1223,430,135,0,3
1224,430,132,0,2
1225,430,131,1,1
1226,430,136,0,2
1227,430,140,0,1
1228,430,144,0,1
1229,430,144,0,0
1230,430,142,0,0
1231,430,139,0,0
1232,430,144,0,2
1233,430,142,0,1
1234,430,138,3,0
1235,430,143,0,0
1210,431,162,0,0
1211,431,159,0,0
1212,431,157,0,0
1213,431,158,3,1
1214,431,155,0,0
1215,431,156,1,0
1216,431,155,1,3
1217,431,153,3,5
1218,431,140,0,0
1219,431,136,0,0
1220,431,137,1,3
1221,431,134,0,0
1222,431,135,0,3
1223,431,133,0,2
1224,431,133,0,3
1225,431,133,0,1
1226,431,136,0,2
1227,431,140,0,3
1228,431,143,0,1
1229,431,144,0,1
1230,431,142,0,0
1231,431,139,0,0
1232,431,143,0,4
1233,431,140,0,1
1234,431,136,3,0
1235,431,143,0,0
1210,432,162,0,0
1211,432,158,0,0
1212,432,155,0,0
1213,432,156,2,2
1214,432,154,0,0
1215,432,155,1,1
1216,432,153,3,4
1217,432,147,1,2
1218,432,140,0,1
1219,432,135,0,0
1220,432,134,0,0
1221,432,133,1,0
1222,432,131,1,1
1223,432,131,1,1
1224,432,131,1,1
1225,432,133,0,1
1226,432,135,1,2
1227,432,137,1,1
1228,432,140,0,1
1229,432,140,0,1
1230,432,140,0,0
1231,432,139,1,0
1232,432,137,1,3
1233,432,135,1,0
1234,432,136,4,0
1235,432,142,0,0
1210,433,164,0,0
1211,433,159,0,0
1212,433,158,0,1
1213,433,158,2,3
1214,433,156,0,1
1215,433,156,2,2
1216,433,153,3,4
1217,433,148,2,3
1218,433,142,0,0
1219,433,138,0,0
1220,433,135,0,0
1221,433,134,2,0
1222,433,132,2,0
1223,433,131,1,0
1224,433,133,0,1
1225,433,135,1,0
1226,433,136,0,0
1227,433,139,1,1
1228,433,140,0,1
1229,433,140,0,0
1230,433,140,0,0
1231,433,139,1,0
1232,433,138,2,2
1233,433,136,2,1
1234,433,139,4,0
1235,433,146,0,0
1211,434,162,0,0
1212,434,161,0,0
1213,434,162,0,0
1214,434,160,0,0
1215,434,159,0,0
1216,434,156,0,1
1217,434,152,0,1
1218,434,145,0,0
1219,434,141,0,0
1220,434,140,0,0
1221,434,137,0,0
1222,434,135,0,0
1223,434,135,0,0
1224,434,136,0,0
1225,434,137,0,0
1226,434,140,0,0
1227,434,142,0,0
1228,434,142,0,0
1229,434,143,0,0
1230,434,143,0,0
1231,434,142,0,0
1232,434,143,0,1
1233,434,142,0,0
1234,434,143,1,0
1235,434,149,0,0
1214,435,163,0,0
1215,435,163,0,0
1216,435,160,0,0
1217,435,157,0,0
1218,435,151,0,0
1219,435,146,0,0
1220,435,143,0,0
1221,435,142,0,0
1222,435,141,0,0
1223,435,141,0,0
1224,435,142,0,0
1225,435,143,0,0
1226,435,146,0,0
1227,435,146,0,0
1228,435,148,0,0
1229,435,148,0,0
1230,435,148,0,0
1231,435,150,0,0
1232,435,150,0,0
1233,435,150,0,0
1234,435,149,0,0
1235,435,155,0,0
1218,436,158,0,0
1219,436,154,0,0
1220,436,152,0,0
1221,436,149,1,1
1222,436,147,1,1
1223,436,147,1,1
1224,436,149,1,1
1225,436,151,1,2
1226,436,153,0,2
1227,436,155,1,1
1228,436,156,0,1
1229,436,156,1,0
1230,436,156,1,0
1231,436,158,0,1
1232,436,159,0,3
1233,436,159,0,1
1234,436,157,2,0
1235,436,163,0,0
1218,437,162,0,0
1219,437,157,0,0
1220,437,154,0,0
1221,437,154,2,1
1222,437,152,2,3
1223,437,152,2,3
1224,437,154,1,3
1225,437,155,1,3
1226,437,157,1,2
1227,437,157,1,2
1228,437,160,2,1
1229,437,160,2,1
1230,437,161,1,1
1231,437,163,0,1
1233,437,163,0,2
1234,437,161,2,0
1218,438,162,0,0
1219,438,157,0,0
1220,438,154,0,0
1221,438,153,1,0
1222,438,151,1,0
1223,438,151,1,0
1224,438,153,1,0
1225,438,154,0,0
1226,438,156,0,1
1227,438,158,0,1
1228,438,160,0,0
1229,438,160,0,0
1230,438,160,0,0
1231,438,162,0,0
1232,438,164,0,4
1233,438,163,0,1
1234,438,163,1,0
1218,439,162,0,0
1219,439,158,0,0
1220,439,155,0,0
1221,439,154,2,1
1222,439,152,2,1
1223,439,152,2,1
1224,439,153,1,0
1225,439,154,0,0
1226,439,156,0,1
1227,439,158,0,1
1228,439,160,0,0
1229,439,160,0,0
1230,439,160,0,0
1231,439,162,0,0
1233,439,164,0,2
1234,439,163,1,0
1218,440,162,0,2
1219,440,157,0,0
1220,440,154,0,0
1221,440,153,1,0
1222,440,151,1,2
1223,440,151,1,2
1224,440,153,0,2
1225,440,155,1,3
1226,440,156,0,1
1227,440,157,1,2
1228,440,160,2,3
1229,440,160,2,3
1230,440,160,2,1
1231,440,161,1,1
1232,440,164,0,5
1233,440,162,0,2
1234,440,160,2,1
1235,440,163,0,0
1218,441,161,0,1
1219,441,157,0,0
1220,441,155,0,0
1221,441,153,1,0
1222,441,151,1,2
1223,441,150,0,1
1224,441,151,0,0
1225,441,153,0,0
1226,441,154,0,0
1227,441,157,0,0
1228,441,159,0,1
1229,441,159,0,0
1230,441,159,0,0
1231,441,159,0,0
1232,441,161,0,0
1233,441,160,0,0
1234,441,158,0,0
1235,441,161,0,0
1218,442,162,0,0
1219,442,157,0,0
1220,442,157,0,0
1221,442,154,0,0
1222,442,154,0,0
1223,442,153,0,0
1224,442,155,1,1
1225,442,157,1,2
1226,442,160,0,2
1227,442,161,1,1
1228,442,164,1,2
1229,442,164,1,2
1230,442,164,1,2
1233,442,164,0,1
1234,442,162,4,1
1219,443,162,0,0
1220,443,161,0,0
1221,443,159,0,0
1222,443,158,0,0
1223,443,157,0,0
1224,443,156,0,0
1225,443,158,0,0
1226,443,160,0,0
1227,443,162,0,0
1228,443,164,0,0
1229,443,164,0,0
1230,443,164,0,0
1231,443,164,0,0
1233,443,164,0,0
1234,443,162,0,0
1220,444,163,0,0
1221,444,163,0,0
1222,444,160,0,0
1223,444,160,0,0
1224,444,164,0,0
