X,Y,Z,Energy
1885,-364,456,31590
1885,-364,984,36789
1885,-364,996,35624
1885,-364,985,32829
1885,-364,994,32829
869,2076,299,177313
1885,-364,991,33062
1885,-364,995,32363
1885,-364,989,32829
1885,-364,983,31664
1885,-364,977,38420
1315,-364,993,91506
-1628,934,458,661593
1315,174,576,202489
-1695,554,340,33369
-1505,2076,503,92567
-1505,677,453,646521
2075,1695,147,61134
2076,-1315,998,203616
-1885,174,70,197572
554,1315,121,408747
1885,-364,982,35391
1885,-364,983,38653
-1885,1885,517,38463
1885,-364,980,36556
1885,-364,980,34926
1885,-364,994,31897
1885,-364,991,32829
174,-1315,986,140004
-1125,-1505,977,32210
1315,1885,864,152218
1505,744,999,54822
-744,2076,773,107063
1315,-1885,986,162959
-934,364,995,306625
664,-1571,977,227148
1885,-364,985,36556
174,270,918,207087
1885,-364,978,35624
1505,-1125,982,476831
1885,-364,994,39585
1885,-364,978,33295
1885,-364,980,37721
174,-1315,983,176136
1885,-364,982,32596
1885,-364,978,33295
1885,-364,987,37022
1315,-1315,986,608448
1885,-364,976,33062
1885,-364,976,36323
1885,-364,987,33761
1885,-364,978,48903
1885,-364,982,31897
1885,-364,978,37022
1885,2076,451,193006
1885,-364,998,35624
1885,-364,981,42147
1885,-364,981,32130
1885,-364,986,41448
1885,-364,980,33528
1885,-364,982,32363
1885,-364,995,39352
1885,-364,976,33062
1885,-1125,986,51992
1885,-364,987,32363
1885,-364,987,33062
1885,-364,992,33062
1695,-1125,982,167957
1505,174,192,46105
1505,-364,984,207003
1885,-364,989,32829
1505,174,990,104364
1505,174,994,81613
1505,174,927,81044
1505,174,867,87095
1505,174,942,106506
1505,174,950,98488
1505,174,998,91752
1505,174,982,79387
1505,174,991,82602
1505,174,978,56884
2076,-1125,976,322875
1505,174,980,96450
1505,174,741,51645
1505,174,815,95687
1505,174,913,91694
1505,174,995,89279
1505,174,625,93863
1505,174,751,94290
1885,1125,107,156928
1885,364,99,140720
1885,-2076,980,327415
-1315,174,998,384265
174,174,404,253505
-554,554,75,163325
174,2076,120,285282
1695,2076,586,352182
-1505,1315,977,664624
-1505,1315,140,47645
1695,-1315,989,228280
1125,-554,94,244670
1315,-364,981,158944
1885,-364,178,33709
1505,-1125,835,186828
744,364,153,615419
-1695,904,922,438369
-1885,554,210,220484
-1505,1695,954,180817
-1885,174,392,350916
744,1315,807,59070
-1125,1125,999,149578
1505,174,85,49701
1505,174,212,60393
1505,174,632,58330
1505,174,404,58007
1505,174,248,67399
1505,174,92,62125
174,1885,137,172330
1505,174,94,60391
1505,174,546,73785
1885,-934,917,187757
1505,174,577,62237
1505,174,591,49252
1505,174,508,46880
1505,174,154,51653
1505,174,282,47578
1505,174,77,51435
1505,174,879,45744
-1505,554,494,182082
1505,174,706,48705
1505,174,862,41594
1505,174,980,48476
-1695,1505,592,214576
1505,174,648,53184
1505,174,937,41382
1505,174,827,52004
1505,174,995,50454
1505,174,987,47239
1505,174,993,43530
1505,174,534,50009
1505,174,867,43551
1505,174,995,45508
1505,174,827,44437
-934,1125,300,198250
1505,174,997,51443
1505,174,982,46745
1505,174,987,47239
-744,216,339,371624
934,554,485,185434
1505,174,81,52302
1505,174,975,43283
1505,174,90,52879
1505,174,95,53457
1505,174,87,49701
1505,174,79,52302
1505,174,84,51435
1505,174,94,58658
1505,174,94,53168
1505,174,431,41880
1505,174,98,57502
1505,174,982,42541
1505,174,93,52590
1505,174,75,56057
1505,174,87,48835
1505,174,97,48835
1505,174,978,42541
1505,174,91,49701
1505,174,993,49960
1505,174,98,49701
1505,174,97,54324
1505,174,990,47239
1505,174,987,41799
1505,174,81,49412
1505,174,999,42788
1505,174,981,42541
1505,174,89,48546
1505,174,77,49990
1505,174,88,48835
-744,1695,271,424553
1505,174,113,50111
1505,174,279,44557
1505,174,90,48546
1505,174,77,51435
1505,174,79,51724
1505,174,83,48546
-2076,1002,396,191658
1505,174,98,61258
1505,174,95,51724
1505,174,441,49762
1505,174,624,67600
1505,174,97,55191
1505,174,89,55768
1505,174,94,82348
1505,174,542,67167
1505,174,885,50880
1505,174,448,44589
1505,174,95,65880
1505,174,92,53746
1505,174,78,68770
1505,174,98,48546
1505,174,83,51724
1505,174,79,51435
-174,1125,977,664362
1505,174,977,55647
1505,174,171,65102
1505,174,82,64725
1505,-554,721,33087
1505,174,83,54902
1505,174,77,49412
1505,174,86,50857
1505,174,95,52013
1505,174,81,49701
1505,174,75,54902
1505,174,98,54902
1505,174,91,50279
1505,174,92,57791
1505,174,95,51724
1505,174,87,58947
1505,174,237,44849
1505,174,91,52879
1505,174,77,49412
1505,174,96,50279
1505,174,93,58658
1505,174,91,50568
1505,174,89,49412
1505,174,199,70603
1505,174,193,51110
1505,174,82,49123
1505,174,95,48835
1505,174,86,50568
1505,174,77,52879
1505,174,85,48835
1505,174,85,49990
1505,174,83,55480
1505,174,96,49412
1505,174,984,42046
1505,174,96,48835
1505,174,995,41552
1505,174,988,46745
1505,174,97,49412
364,934,114,76651
1505,174,89,55480
1315,-1125,651,32370
1505,174,84,52302
1505,174,76,64725
1505,174,90,66747
1505,174,980,51443
1505,174,80,54613
1505,174,174,51922
1505,174,87,50568
-1505,1315,139,234765
1505,174,976,43777
1505,174,382,43541
1695,554,996,48447
1505,174,78,53746
1505,174,78,48835
1505,174,388,49230
1505,174,78,51146
1505,174,205,54950
1505,174,82,57502
-1885,1695,526,349380
1505,174,95,48835
1505,174,92,49412
1505,174,302,42534
1505,174,84,48835
1505,174,98,48835
1505,174,925,41382
1505,174,89,48835
1505,174,83,52013
1505,174,81,63569
1505,174,94,52879
1505,174,76,57213
1505,174,75,60391
-1125,364,222,510011
1505,174,627,49508
1505,174,205,47434
1505,174,542,43882
1505,174,575,42147
1505,174,531,42901
1505,174,81,49412
1505,174,799,41811
1505,174,94,54324
1505,174,79,57213
1505,174,711,44300
1505,174,545,43637
1505,174,618,47028
1505,174,402,46160
1885,-554,980,46462
-554,1885,94,178917
1505,174,99,59524
1505,174,980,49218
1505,174,78,52013
1505,174,83,58369
1505,174,805,43320
1505,174,289,46571
1125,1505,991,123018
1505,174,85,53746
1505,174,75,59813
1505,174,97,52879
1505,174,100,56734
1505,174,88,51435
1505,174,91,49701
1505,174,89,55768
1505,174,94,54035
1505,174,93,52590
1505,174,98,49990
1505,174,91,51146
1505,174,98,52302
1505,174,76,52590
1505,174,83,59235
1505,174,82,61258
1505,174,96,50857
1505,174,88,52879
-1505,364,98,120118
744,-2076,652,224955
-364,174,58,374361
1505,174,990,64303
1695,174,999,154426
1505,174,736,42100
1505,174,978,42294
1505,174,440,42126
1505,174,988,43036
1505,174,964,57332
1505,174,981,47487
1505,174,978,42541
1505,174,313,44285
1505,174,315,50288
1505,174,483,41294
1505,174,540,48539
1505,174,388,51704
1505,174,98,58369
1505,174,792,42789
1505,174,989,49465
1505,174,510,57187
1505,174,91,52879
1505,174,81,60391
1505,174,183,45578
1505,174,988,43530
1505,174,982,47487
1505,174,890,43542
1505,174,897,46966
1505,174,94,52590
1505,174,79,48546
1505,174,81,50857
1505,174,802,47725
1505,174,989,41552
1505,174,981,45508
1505,174,994,42046
1505,174,829,52493
1505,174,855,52113
1505,174,998,45014
1505,174,868,45752
1505,174,990,48723
1505,174,837,47366
1505,174,567,43635
1505,174,287,48584
1505,174,867,43551
1505,174,997,49960
-554,1885,418,223514
2076,-1695,290,432411
1505,174,195,53481
1505,174,599,50967
1505,174,989,60346
1505,174,993,41552
1505,174,196,45052
1505,174,990,42541
1505,174,543,42901
1505,174,993,44519
1505,174,986,42294
1505,174,103,55006
1505,174,604,49722
1505,174,281,42544
1505,174,911,43039
1505,174,368,42680
1505,174,977,42541
1505,174,556,43635
1505,174,986,46003
1505,174,656,41362
-1315,1695,750,437553
1885,-1315,969,419840
744,2076,851,656898
1505,174,284,43802
1505,174,986,50702
1505,174,915,41816
1505,174,895,41097
1505,174,695,41060
1505,174,837,41019
1505,174,978,42541
1505,174,707,41118
1505,174,590,41902
1505,174,998,41799
1505,174,922,42550
1505,174,652,41607
1505,174,93,49123
1505,174,546,42656
1505,174,705,42587
-2076,1315,820,123163
1505,174,90,51146
1505,174,279,44557
1505,174,423,42705
1505,174,259,42619
1505,174,91,48835
1505,174,515,42463
1505,174,88,49123
1505,174,86,49123
1505,174,86,48546
1505,174,982,41552
1505,174,90,53168
1505,174,91,52013
1505,174,313,50539
1505,174,79,57791
1505,174,757,49965
1505,174,79,54613
1505,174,301,46036
364,-1505,329,193864
1505,174,470,44514
1505,174,328,42097
1505,174,269,46677
1505,174,90,52302
1505,174,538,45107
1125,2076,992,59217
1505,174,992,41799
1505,174,823,43565
1505,174,99,49701
1505,174,976,45014
934,-2076,170,633187
1505,174,226,53818
1505,174,990,43036
1505,174,96,56924
1505,174,87,51435
1505,174,93,52879
1505,174,77,65303
1505,174,993,42046
1505,174,95,50279
1505,174,78,56924
1505,174,392,59866
1505,174,85,50279
1505,174,98,52302
1505,174,99,59813
1505,174,77,49701
1505,174,155,58377
1505,174,78,50857
1505,174,78,62991
1505,174,87,58658
1505,174,82,58080
1505,174,81,49412
1505,174,82,48546
1505,174,547,41676
1505,174,87,49701
1505,174,187,55588
1505,174,379,54177
1505,174,85,48835
1012,1505,144,721886
1505,174,978,49712
1505,174,992,59357
1505,174,979,54658
1505,174,986,42788
1505,174,980,42788
1885,-364,442,33738
1505,174,984,52185
934,1125,809,655410
1505,174,328,52558
1505,174,318,42033
-934,1505,989,94854
1505,174,207,51840
1505,174,219,63243
-364,2076,511,663267
-2030,174,924,668777
1505,174,78,52590
1505,174,239,46643
1505,174,467,43776
1505,174,222,46139
1505,174,121,51551
1505,174,506,42217
1505,174,93,48835
1505,174,290,49843
1505,174,357,45409
1505,174,82,48835
1505,174,165,45197
1505,174,96,52879
1505,174,80,49123
1505,174,90,54035
1505,174,95,49123
1505,174,92,49701
1505,174,287,43299
1505,174,88,49123
1505,174,393,43541
1505,174,349,42346
1885,-364,731,35998
1505,174,441,45328
1505,174,94,50857
1505,174,190,46632
1505,174,80,52590
1505,174,81,52302
1505,174,90,52302
1505,174,76,52879
1505,174,77,48835
1505,174,77,51146
1505,174,444,48284
1505,174,738,45282
1505,174,410,46407
1505,174,534,42656
1505,174,570,43390
1505,174,216,54432
1505,174,91,53457
2075,174,102,127652
1505,174,94,48835
1505,174,87,54613
1505,174,83,48546
1505,174,234,43312
1505,174,415,45913
1505,174,509,41972
1505,174,575,43862
1505,174,398,41810
1505,-934,468,200072
1505,174,401,70594
1505,174,98,51146
1505,174,84,49990
1505,174,76,55191
1505,174,78,51435
1505,174,77,66169
174,-554,339,196838
1505,174,349,50814
1505,174,500,46634
1505,174,98,48835
1505,174,91,50568
1505,174,150,59991
1505,174,162,55688
1505,174,806,48703
1505,174,603,45804
1505,174,474,53366
1505,174,414,43692
1505,174,848,47854
1505,174,892,42319
1505,174,899,42564
1505,174,987,51443
1505,174,719,59961
1505,174,657,53842
1505,174,294,44054
1505,174,770,49720
1505,174,432,42865
1505,174,934,51910
1505,174,993,48476
1505,174,985,43530
1505,174,640,41666
1505,174,389,45273
1505,174,407,50356
744,-174,982,132749
-1695,1547,914,448221
1885,554,429,299464
1315,744,815,241881
-1505,174,891,211892
1505,174,722,62408
1505,174,898,55527
1505,174,937,46034
1505,174,896,43787
1505,174,291,42795
1505,174,103,49535
1505,174,504,50070
1505,174,292,42544
1505,174,339,42097
554,934,394,110376
1505,174,328,45086
1505,174,363,41935
1505,174,630,43872
1505,174,902,41327
1505,174,398,41810
1505,174,192,46105
1505,174,594,41657
1505,174,679,42770
1505,174,169,47080
1505,174,386,41810
-1885,2076,113,155283
1505,174,475,43997
1505,174,287,46823
-554,1505,139,167339
1505,174,595,42392
-744,2076,589,650112
1505,174,440,42126
1505,174,396,44531
1505,174,506,41236
1505,174,174,45735
1505,174,80,52590
1505,174,272,46170
1505,174,78,48546
1505,174,214,50285
1505,554,968,259551
1505,174,80,50568
1695,554,472,196833
1505,2076,101,188752
1505,174,85,48546
1505,174,185,45052
1505,174,674,43809
174,-174,772,136541
1885,2076,140,240609
-1315,2076,554,152566
-1505,744,81,148401
1885,-1315,773,46361
1125,1885,683,121277
1695,1906,743,673876
-554,1695,938,281485
1695,-174,298,251955
-2076,2076,994,50102
2076,-174,987,38138
1505,-1125,937,183102
174,2076,528,142053
1505,174,987,44025
1505,174,987,45261
-1315,554,418,39113
-174,1505,89,138835
1505,174,410,46407
1505,174,85,49412
1505,174,518,41236
744,-1695,852,634583
-2076,1505,995,60849
-744,1125,852,109877
-1695,364,353,143614
1187,-1756,788,658421
1505,-1505,253,55969
1885,-364,978,37721
1885,-364,980,32130
1885,-364,858,33832
1885,-174,847,99230
-934,1885,533,326586
1885,-364,739,34371
1885,-364,642,37453
1885,-364,529,32430
1885,-364,925,36805
1885,-364,642,36755
1885,-364,400,32654
1885,-364,703,38107
1885,-364,716,40664
1885,-364,709,33225
627,-364,302,637812
-1695,174,410,37352
1885,2076,553,149240
1885,-364,623,34936
1885,-364,556,33351
1885,-364,696,32513
1505,174,373,48634
1885,-364,578,32855
1505,174,587,48762
1505,174,443,49515
1505,174,79,54324
1505,174,424,44926
1505,174,92,51146
1505,174,385,44531
1505,174,78,51146
1695,-1125,86,130129
-364,1125,76,250140
1505,554,170,341268
-1315,1125,833,440870
1125,364,370,117192
1315,1315,997,94154
1695,554,140,639820
1315,174,941,198734
1125,554,899,382860
-787,1125,872,316852
1932,-554,499,659915
-2075,-554,982,18140
1753,1695,142,758684
744,554,614,123525
1885,1315,195,285208
1885,-364,894,34557
554,364,103,44200
1315,1803,201,252364
-364,554,167,39102
1885,-364,764,35064
1885,-364,699,34372
554,744,764,37202
-885,174,542,235326
1885,-364,381,34370
744,-934,117,216233
1885,-364,504,33174
-2076,554,720,113169
1885,-364,322,35226
1695,1505,285,193110
-1315,1695,95,157878
1885,-364,937,32405
1885,-364,538,42234
1885,-364,502,43458
1885,-364,458,38614
-174,554,256,81088
174,934,890,111819
-364,-364,992,10931
1505,-2076,889,134147
-1885,713,342,334872
-1695,1315,964,283854
-1404,1315,789,205167
-1125,744,712,202542
2076,-1125,331,109985
1505,-1315,532,205573
2076,-1505,983,191054
174,-744,999,584056
-1125,2076,148,69677
1885,-364,654,33939
1885,-364,389,33663
1885,-364,987,35624
1885,-364,993,33062
1885,-364,703,34155
1885,-364,896,40126
1885,-364,454,32760
934,-1885,118,201506
1695,1125,984,527373
1505,1695,816,133582
-934,744,740,664505
1315,-174,723,260083
1505,174,653,50417
1505,174,984,42294
1505,174,991,51196
1505,174,611,42865
1885,-364,527,34298
1885,-364,560,42218
1505,174,890,46233
1505,174,806,47480
1505,174,977,54658
1505,174,644,41421
1505,174,356,46897
1885,-364,780,35514
1505,174,219,58579
1885,-364,779,33192
1505,174,202,45620
1505,174,995,46498
1505,174,755,49475
1505,174,455,49186
1505,174,776,59901
1505,174,976,52185
1505,174,541,50255
1505,174,984,43777
1505,174,589,47782
1505,174,304,42283
1505,174,631,44607
1125,744,321,238626
1505,174,947,56317
1505,174,476,44980
1505,174,581,49252
1505,174,836,43948
1505,174,982,43530
1505,174,998,46745
1505,174,990,45756
1505,174,999,48723
1505,174,994,47487
1505,174,975,44272
1505,174,980,43036
1505,174,981,42788
1505,174,989,43530
1505,174,994,56389
1505,174,993,42541
1505,174,999,47734
1505,174,992,45756
1505,174,87,48546
1505,174,982,42541
1505,174,987,55153
1505,174,982,42294
1505,174,95,56635
1505,174,86,57502
1505,174,83,55191
1505,174,75,62702
1505,174,90,65303
1505,174,78,77148
1505,174,80,58080
1505,174,99,49990
1505,174,98,50568
1505,174,984,45756
1505,174,77,50568
1505,174,992,43777
1505,174,994,46250
1505,174,985,49712
1505,174,982,49218
1505,174,87,59524
1505,174,992,43283
1505,174,975,41799
1505,174,992,45261
1505,174,999,45014
1505,174,990,58120
1505,174,992,45508
1505,174,988,49465
1505,174,987,58615
1505,174,995,41799
1505,174,977,50949
1885,-364,658,33009
1885,-364,522,32940
1885,-364,519,46497
1885,-364,730,36695
1885,-364,840,32927
1885,-364,252,34205
1505,554,997,291052
1125,1315,506,148394
364,-174,332,232505
-1315,2076,479,366401
-483,1695,159,217495
-364,1505,710,74455
1125,364,88,104980
1695,364,99,213291
1885,-364,890,39894
1885,-364,702,42756
1885,-364,320,44275
1885,-364,607,41926
-174,174,56,107303
1885,-364,568,32651
1885,-1505,254,169404
1885,-364,851,44960
1885,-364,666,42312
1505,-961,981,359179
1885,-364,196,35722
1885,-364,437,33035
1885,-364,290,34453
1315,-364,237,219741
1315,174,721,268484
-1125,554,951,150719
-1505,1125,326,34948
1505,174,528,54176
1505,174,403,54552
1505,174,641,43137
1505,174,583,46557
1505,174,991,46003
1505,174,635,45097
1505,174,700,48460
364,-934,155,288380
1505,174,199,52427
1505,174,656,42097
1505,174,308,45035
1505,174,239,44593
1505,174,90,49701
1505,174,318,42033
1505,174,192,48739
1505,174,113,50111
1505,174,101,50399
-1125,1885,719,399991
1505,174,89,48835
1505,174,75,52590
1505,174,995,48229
1505,174,987,49960
1505,174,995,48229
1505,174,978,52433
1505,174,990,47734
1505,174,997,60099
1505,174,999,45014
1505,174,985,43036
1505,174,997,55647
1505,174,989,60099
-174,1505,479,651866
-744,1505,628,139857
1505,174,987,43036
1505,174,996,41552
1505,174,982,42294
1505,174,984,43036
1505,174,989,49218
1505,174,976,49712
1505,174,995,41552
1505,174,995,47239
1505,174,975,49712
1505,174,980,43777
1505,174,998,42541
1505,174,983,45014
1315,1885,989,96481
-744,554,75,102679
1505,174,993,43036
1505,174,978,44025
1505,174,985,42541
1505,174,986,45261
1505,174,984,54658
1505,174,993,46498
1505,174,990,43036
1505,174,981,43036
1505,174,990,51691
1505,174,981,47734
1505,174,987,48723
1505,174,979,44025
2076,-174,79,55047
554,1542,991,207574
174,-364,88,62972
1505,174,989,42541
1695,1125,991,264517
1505,174,989,46745
1505,174,981,46250
1885,-364,803,38489
1505,174,988,43530
1505,174,982,43036
1505,174,976,42294
1505,174,994,48971
1505,174,991,42541
744,1125,982,190726
1505,174,975,52680
1885,-364,754,33670
1505,-174,100,174596
1885,-364,985,32596
1885,-364,644,41642
1885,-364,815,46376
1885,-364,876,33165
1885,-364,979,33295
1505,174,977,42541
1505,174,981,46250
1505,174,978,46250
1505,174,980,42541
1505,174,984,44767
1505,174,992,46003
1505,174,993,57131
1505,174,976,48723
1505,174,980,51691
1885,-174,58,198449
1505,174,995,41552
364,934,977,233246
174,-1125,516,275625
1505,174,999,45508
1505,174,997,46992
1505,174,984,48723
1505,174,990,45508
1505,174,988,43777
1505,174,993,56884
1315,934,986,182174
-1125,-744,974,18276
1885,1505,984,437255
744,1885,998,186592
-744,554,80,264171
1505,174,981,41552
1505,174,975,43777
1505,174,981,52680
1505,174,988,53916
1505,174,984,44767
1505,174,980,54411
1505,174,980,44519
1505,174,999,60840
1505,174,989,53916
1505,174,985,48476
-1125,1315,77,199103
1695,-364,98,45909
1505,174,990,56389
174,554,980,185787
1505,174,990,59109
1505,174,999,49218
1505,174,993,42294
1505,174,997,45508
1505,174,978,56637
1505,174,980,42788
1505,174,993,46003
1505,174,935,44075
1505,174,977,54905
1505,174,945,43586
1505,174,980,45261
1885,-364,493,32964
1505,174,999,46003
1505,174,574,41429
1505,174,440,42126
-554,554,936,199482
1505,174,987,42046
1505,174,880,48434
1505,174,816,44543
1505,174,931,41137
1505,174,996,41552
1505,174,76,49123
1505,174,995,44272
1505,174,967,42633
1505,174,347,48324
1505,174,976,52680
1505,174,426,42372
1505,174,898,42075
1505,174,274,43887
1505,174,863,45997
1505,174,978,44025
1505,174,927,42362
1505,174,478,44734
1505,174,978,42294
1505,174,785,41322
1505,174,920,48418
